raman_shift_reported_cm-1,counts,wavelength_true_nm,raman_shift_corrected_cm-1
1836.016,627.84657,918.0922855333605,1853.8556147751394
1838.823,631.87132,918.3283123597562,1856.6550927487945
1841.628,608.72773,918.5642924816551,1859.4525785322887
1844.431,616.17347,918.8002257330189,1862.2480721203876
1847.232,617.18002,919.0361119476885,1865.041573507855
1850.032,607.72197,919.2720352393641,1867.8340800136539
1852.829,604.50252,919.5078269250089,1870.6235969850513
1855.624,595.84867,919.7435710747725,1873.4111217401417
1858.418,580.75428,919.9793519319644,1876.1976516005097
1861.209,580.35212,920.2150005532661,1878.9811919082076
1863.999,583.17045,920.4506856350351,1881.7637373124946
1866.787,591.42156,920.6863226003455,1884.5442904813644
1869.572,579.75034,920.9218266988058,1887.3218540793364
1872.356,584.3791,921.157366886431,1890.098422760887
1875.138,577.53709,921.3928584559378,1892.872999191416
1877.917,578.54344,921.6282165265526,1895.6445860328613
1880.695,573.5115,921.8636103139884,1898.415177944907
1883.471,565.25981,922.0989549805867,1901.1837775903625
1886.245,566.66904,922.3342503585401,1903.9503849640453
1889.017,566.86992,922.5694962799241,1906.7150000607746
1891.787,574.31685,922.8046925766977,1909.4776228753813
1894.556,572.30545,923.0399240541657,1912.239250740737
1897.322,569.28665,923.2750206404903,1914.9978889764398
1900.086,569.28683,923.5100670973816,1917.7545349145114
1902.849,568.68413,923.7451483599084,1920.510185890428
1905.609,563.25052,923.9800940956623,1923.2628472186245
1908.368,565.86562,924.2150743864457,1926.0145135760747
1911.124,566.26824,924.4499187261089,1928.7631902737812
1913.879,555.80398,924.6847973697385,1931.510871992165
1916.632,548.55941,924.9196249579185,1934.2565613837226
1919.383,542.32099,925.1544013214514,1937.000258443321
1922.132,540.7114,925.3891262910237,1939.7419631658254
1924.879,540.51042,925.6237996972068,1942.4816755460988
1927.624,535.47927,925.858421370457,1945.2193955790133
1930.367,531.25369,926.0929911411164,1947.955123259449
1933.109,517.16618,926.3275944202974,1950.689855932336
1935.848,508.91498,926.5620599197423,1953.421598893299
1938.586,511.33058,926.7965586746418,1956.1523468381893
1941.321,503.68403,927.0309192228699,1958.880105059227
1944.055,511.93525,927.2653127730334,1961.6068682556768
1946.787,506.09979,927.4996534870849,1964.3316390706736
1949.517,489.79929,927.7339411945698,1967.0544174991196
1952.245,488.18934,927.96817572492,1969.7752035359147
1954.971,485.37235,928.2023569074547,1972.4939971759695
1957.695,493.62313,928.4364845713785,1975.2107984141926
1960.418,478.53019,928.6706445608862,1977.926604604049
1963.138,473.90211,928.9046647181814,1980.6394210242045
1965.857,470.68208,929.1387169457821,1983.3512423875275
1968.574,458.40637,929.3727150573426,1986.0610713303902
1971.289,462.02868,929.6066588815065,1988.7689078477208
1974.002,449.14945,929.8405482468053,1991.474751934447
1976.713,449.14934,930.0743829816582,1994.178603585508
1979.422,440.69668,930.3081629143722,1996.8804627958407
1982.13,435.66581,930.5419742358316,1999.5813269257012
1984.835,425.80498,930.7756440921937,2002.279201240248
1987.539,423.79259,931.0093450802776,2004.9760804659052
1990.241,411.51696,931.2429906652568,2007.6709672323068
1992.941,410.51065,931.4765806748825,2010.3638615344096
1995.639,408.49764,931.7101149367943,2013.0547633671697
1998.335,402.66162,931.9435932785217,2015.743672725552
2001.029,397.42963,932.1770155274829,2018.4305896045257
2003.722,394.81316,932.410468221433,2021.1165113710913
2006.412,390.58748,932.643777810146,2023.7994432769929
2009.101,379.71982,932.8771175850933,2026.4813800621143
2011.788,383.14112,933.110400662805,2029.161324349402
2014.473,377.70734,933.3436268701486,2031.8392761338346
2017.156,372.67686,933.5767960338826,2034.515235410405
2019.838,372.4752,933.8099949520368,2037.1901995511569
2022.517,374.28646,934.0430495518767,2039.862173797806
2025.195,364.42509,934.276133646101,2042.5331529002926
2027.871,360.1992,934.5091600896495,2045.2021394765682
2030.545,365.02938,934.7421287087336,2047.869133521632
2033.217,359.59546,934.9750393294562,2050.5341350304902
2035.887,361.20529,935.2078917778115,2053.197143998158
2038.556,353.55799,935.4407731556103,2055.8591578025316
2041.223,352.95418,935.6735960997336,2058.519179057407
2043.887,347.72171,935.90627307288,2061.17621037326
2046.55,351.74662,936.1389785830283,2063.8322465133756
2049.212,343.49541,936.3717125861981,2066.487287475263
2051.871,341.88572,936.6043000512279,2069.1393384823896
2054.529,338.26334,936.8369157469214,2071.790394303011
2057.184,340.47662,937.0693844677821,2074.438460157287
2059.838,329.81056,937.3018811565182,2077.085530816792
2062.49,332.62801,937.5343181009711,2079.730608888718
2065.14,327.59711,937.7666951259484,2082.3736943681142
2067.789,325.3828,937.9990998109108,2085.015784642017
2070.436,328.40184,938.2314443127821,2087.655882315146
2073.08,324.77934,938.4636406141866,2090.292989988922
2075.723,321.35818,938.6958641796792,2092.929102444853
2078.365,316.12556,938.9281149641874,2095.564219680474
2081.004,316.52811,939.1602169775025,2098.1963469011166
2083.642,310.49044,939.3923459451796,2100.827478893231
2086.277,307.67277,939.624325702567,2103.4556208588697
2088.911,308.88054,939.8563321492386,2106.0827675877817
2091.544,310.08824,940.0883652396311,2108.7089190775027
2094.174,296.80569,940.3202485474047,2111.33208052518
2096.803,300.42786,940.5521582332138,2113.954246725474
2099.429,302.03802,940.783917696226,2116.5734228722686
2102.054,298.21434,941.0157032711663,2119.1916037635096
2104.678,296.00071,941.2475149119828,2121.8087893967468
2107.299,292.37802,941.4791757560814,2124.4229849609587
2109.919,287.34707,941.7108623993448,2127.036185259009
2112.537,291.57334,941.942486300035,2129.647392882536
2115.153,281.91318,942.1740472809511,2132.2566078266454
2117.767,282.51683,942.4055451647896,2134.86383008646
2120.379,280.70545,942.6369797741432,2137.4690596570968
2122.99,280.50407,942.8684396012576,2140.0732939428485
2125.599,277.6866,943.0998358859463,2142.6755355312953
2128.206,272.25295,943.3311684504889,2145.2757844175667
2130.812,275.47322,943.5625259176314,2147.8750380083993
2133.415,273.66158,943.7937305519077,2150.4713014765316
2136.017,268.63025,944.0249598200365,2153.0665696411174
2138.617,269.6368,944.2561247433163,2155.659845085704
2141.215,260.37898,944.4872251435102,2158.251127805423
2143.812,261.58665,944.7183498608978,2160.841415211085
2146.407,260.5803,944.9494097856503,2163.429709883804
2149.0,260.78148,945.1804047392222,2166.016011818737
2151.591,255.54863,945.4113345429663,2168.6003210110316
2154.181,257.56158,945.6422882112469,2171.1836348747456
2156.768,256.35362,945.8730872226067,2173.7639585680786
2159.354,258.36645,946.1039098279484,2176.3432869247663
2161.939,256.15253,946.3347559791085,2178.9216199424063
2164.521,249.10893,946.5654468925513,2181.4969627743735
2167.102,259.57413,946.7961610806672,2184.0713102592435
2169.681,251.72492,947.0268090400914,2186.6436649709062
2172.258,252.73148,947.2573905913623,2189.214026904541
2174.833,252.12765,947.4879055549183,2191.782396055338
2177.407,251.32249,947.718443336936,2194.3497698446004
2179.979,248.10236,947.9489142590992,2196.9151508430177
2182.549,250.71898,948.1793181415419,2199.4785390457796
2185.118,246.29133,948.4097445210951,2202.040931876606
2187.685,244.4797,948.6401035882025,2204.6013319037843
2190.25,241.46093,948.8703951626954,2207.159739122525
2192.813,245.28497,949.1006190643064,2209.7161535280293
2195.375,239.24715,949.330865004109,2212.27157254723
2197.935,246.49249,949.5610429975194,2214.8249987452227
2200.493,243.27259,949.7911528639693,2217.376432117233
2203.049,238.24118,950.0211944227921,2219.92587265848
2205.604,242.66855,950.2512575593372,2222.4743177990854
2208.157,240.25358,950.4812521139642,2225.020770100982
2210.708,239.44866,950.7111779057062,2227.5652295593914
2213.257,240.65621,950.941034753501,2230.1076961695594
2215.805,236.42961,951.1709127170056,2232.649167364792
2218.351,237.436,951.4007214614938,2235.1886457038495
2220.895,239.04618,951.6304608056048,2237.726131181976
2223.438,237.03347,951.8602209397553,2240.262621234872
2225.979,233.00862,952.089911397884,2242.7971184189246
2228.518,227.37338,952.3195319983328,2245.329622729386
2231.056,231.59972,952.5491730623066,2247.8611316043352
2233.591,230.1909,952.7786534457232,2250.389650154188
2236.125,229.98958,953.0081540162494,2252.917173260634
2238.658,228.78233,953.2376747229301,2255.4437009213148
2241.188,231.1972,953.4670341592102,2257.967238241908
2243.717,228.78192,953.6964134546581,2260.4897801088555
2246.245,225.56177,953.9258125580506,2263.0113265197983
2248.77,225.15951,954.1550498003098,2265.5298825757027
2251.294,223.75086,954.3843065729573,2268.0474431677353
2253.816,223.75081,954.6134919281878,2270.563010843636
2256.337,218.51817,954.8426966232952,2273.07758304939
2258.855,221.33576,955.0717386391174,2275.5891648796874
2261.372,217.71305,955.3007997164985,2278.0997512319923
2263.888,215.49932,955.5298798035772,2280.6093421039586
2266.402,217.5119,955.7588877335038,2283.1169400394147
2268.914,216.10286,955.9878233230623,2285.6225450336615
2271.424,211.27287,956.2166863889443,2288.126157082007
2273.932,209.66286,956.4454767477484,2290.6277761797687
2276.439,213.28532,956.6742855057942,2293.1283997792116
2278.945,214.49317,956.9031126106871,2295.6280278779977
2281.448,212.883,957.1317752553416,2298.124665556765
2283.95,213.48687,957.3604559668372,2300.6203077270757
2286.45,207.65017,957.5890632277292,2303.113956926535
2288.949,213.08415,957.8176883625601,2305.606610611315
2291.446,205.43629,958.046239766223,2308.0972713174633
2293.941,205.4364,958.2747172545489,2310.5859390403134
2296.435,210.46807,958.5032122830447,2313.0736112383834
2298.927,207.04638,958.7316331150822,2315.5592904453924
2301.417,203.62529,958.9599795662089,2318.04297665669
2303.905,207.4492,959.1882514518805,2320.5246698676215
2306.392,209.26053,959.4165404022405,2323.0053675398212
2308.877,208.45539,959.6447545052816,2325.484072203919
2311.361,201.61278,959.8729854784809,2327.9617813230966
2313.843,206.24155,960.1011413221331,2330.4374974264324
2316.323,203.02141,960.3292218512213,2332.9112205092974
2318.802,203.02165,960.5573189142435,2335.3839480372026
2321.279,210.66937,960.7853403799234,2337.8546825369212
2323.754,198.19134,961.0132860629626,2340.3234240038205
2326.228,206.04034,961.2412479428991,2342.7911699057436
2328.7,199.3989,961.4691337568682,2345.256922767149
2331.17,201.00875,961.696943319294,2347.720682583422
2333.639,199.80158,961.9247687407689,2350.183446824714
2336.106,201.41119,962.1525176268273,2352.6442180131894
2338.571,203.8266,962.3801897916153,2355.1029961442396
2341.035,193.96499,962.6078774767967,2357.560778690328
2343.497,193.96487,962.8354881562907,2360.0165681713215
2345.957,193.96486,963.0630216439674,2362.470364582624
2348.416,192.35471,963.2905703125763,2364.9231653990046
2350.873,194.77014,963.5180415044089,2367.373973138039
2353.329,195.17245,963.7455276796201,2369.823785276033
2355.783,189.53735,963.9729360927386,2372.271604329035
2358.235,193.15993,964.2002665571729,2374.7174302924614
2360.686,195.57509,964.4276116642042,2377.1622606449223
2363.135,188.32976,964.6548785366963,2379.6050979001766
2365.582,193.16016,964.8820669877854,2382.0459420536536
2368.028,184.50606,965.1092697398909,2384.4857905862555
2370.472,190.34242,965.3363937842024,2386.923646009466
2372.915,185.31086,965.5635319305783,2389.3605058057133
2375.355,183.49975,965.7904980416072,2391.7943749972087
2377.795,187.52488,966.0175710523915,2394.2282460426572
2380.232,182.49357,966.2444716531047,2396.6591264742424
2382.668,178.87072,966.4713858693017,2399.089011265196
2385.103,180.27959,966.6983136448446,2401.5179004132456
2387.536,178.87072,966.9251616636247,2403.944796424569
2389.967,173.43663,967.1519297378705,2406.3696992946293
2392.397,175.85168,967.3787110272689,2408.7936065119407
2394.824,165.78871,967.6053186926027,2411.214523086603
2397.251,177.4617,967.8320327199444,2413.63544149553
2399.676,172.02782,968.0586662260882,2416.0543667480742
2402.099,169.21008,968.2852190228128,2418.4712988397
2404.52,169.0087,968.5116909218148,2420.8862377658866
2406.94,165.99002,968.7381753452242,2423.3001810197
2409.359,168.20396,968.9646722360657,2425.7131285988817
2411.775,171.22268,969.190994140866,2428.1230855029817
2414.191,168.40522,969.4174219655881,2430.5330442247746
2416.604,169.41124,969.6436744268556,2432.9400122624656
2419.016,166.39245,969.8699388637741,2435.345984611989
2421.426,164.58133,970.096121345368,2437.7499637689957
2423.835,166.39255,970.3223156000461,2440.1529472318334
2426.242,166.19146,970.5484276089751,2442.553937494654
2428.648,165.78868,970.7745511880901,2444.9539320573117
2431.052,163.77625,971.0005922306872,2447.3519334124626
2433.454,164.38014,971.2265505473997,2449.7479415556186
2435.855,166.79512,971.4525200854638,2452.1429539888863
2438.255,161.56255,971.6785007869133,2454.536970710019
2440.652,165.78869,971.9043041448617,2456.9279967006114
2443.048,165.38622,972.1301183745687,2459.318026971605
2445.443,161.76365,972.3559434178133,2461.707061520769
2447.836,164.5816,972.5816848602925,2464.0941028355383
2450.227,164.98394,972.8073425120283,2466.479150911448
2452.617,165.38639,973.0330106266983,2468.8632032558485
2455.005,161.56242,973.2585946581453,2471.245262353945
2457.392,158.54374,973.4841889476158,2473.6263257145756
2459.777,162.97151,973.7096988610456,2476.005395821482
2462.16,164.98399,973.9351242080248,2478.3824726701937
2464.542,156.73237,974.1605594611648,2480.7585537718005
2466.923,166.39287,974.3860045615163,2483.133639124074
2469.301,156.53115,974.6112699483102,2485.50573369077
2471.679,155.32361,974.8366396834017,2487.877830018477
2474.054,159.34891,975.0618293233433,2490.2469355517233
2476.428,160.55623,975.2870283105972,2492.615045322315
2478.801,162.16642,975.5122365858042,2494.982159328039
2481.172,156.93362,975.7373591192408,2497.3472800459663
2483.541,154.92111,975.9623957197263,2499.7104074716704
2485.909,157.94002,976.1874412540654,2502.072539122915
2488.275,161.56258,976.4124005606197,2504.432677474565
2490.64,154.31728,976.6373685938071,2506.791820045856
2493.003,151.29826,976.8622501040423,2509.1489693101935
2495.365,155.12222,977.0871401333685,2511.5051227882864
2497.725,153.10958,977.3119433442432,2513.859282952072
2500.084,153.31107,977.5367548663443,2516.2124473237354
2502.441,150.89583,977.761479274163,2518.5636183737424
2504.796,154.31734,977.9861163757591,2520.912796097699
2507.15,155.72613,978.2107614322688,2523.2609780199955
2509.503,153.31123,978.4354143833011,2525.608164138434
2511.853,152.30478,978.6598840864254,2527.952359390299
2514.203,147.67569,978.8844569723045,2530.296556361984
2516.55,149.28593,979.1088462256434,2532.6377624583183
2518.897,147.87684,979.333338540395,2534.978970270083
2521.241,145.26069,979.5576468376377,2537.3171871977324
2523.585,143.44933,979.7820580746411,2539.655405836435
2525.926,143.65062,980.0062849088315,2541.990633582263
2528.266,139.62544,980.2305187124393,2544.3248654993986
2530.605,140.43036,980.4547594243596,2546.6581015856573
2532.942,137.61279,980.6789110471963,2548.989344302033
2535.277,136.40504,980.9029733879269,2551.3185936441537
2537.611,137.21018,981.1270422775087,2553.646847145944
2539.944,138.82027,981.351117654528,2555.974104805226
2542.275,142.44291,981.5751033455776,2558.299369080086
2544.604,139.22285,981.798999157304,2560.6226399661673
2546.932,140.22908,982.0229010960518,2562.944915000308
2549.259,140.43041,982.2468091000994,2565.2661941803353
2551.583,133.18502,982.4705305323529,2567.5844824188084
2553.907,135.60018,982.6943540620709,2569.9027723392824
2556.229,136.00242,982.9180870080754,2572.219068853604
2558.549,132.17868,983.1417291765206,2574.533371957433
2560.868,132.98374,983.3653768368791,2576.8466791919627
2563.185,126.14076,983.5889334196285,2579.157993008777
2565.501,127.75094,983.8124952819587,2581.4683109505204
2567.815,131.17234,984.035965766312,2583.776635467342
2570.128,127.95208,984.259441317602,2586.0839641033276
2572.439,132.17868,984.4828251902286,2588.3892993071877
2574.749,129.96479,984.7062139168365,2590.693638624454
2577.057,128.95851,984.9295106637788,2592.995984502405
2579.364,128.1534,985.1528120514366,2595.2973344880133
2581.669,123.1219,985.3760211581102,2597.5966910271227
2583.973,128.95848,985.5992346919237,2599.8950516681502
2586.275,122.51809,985.82235564312,2602.191418855505
2588.576,125.53704,986.0454808075709,2604.4867901390407
2590.875,122.5182,986.2685130874578,2606.7801679617432
2593.173,122.51814,986.4915493664059,2609.072549874898
2595.469,123.72574,986.7144924585299,2611.362938320062
2597.764,121.51192,986.9374393352145,2613.6523308499654
2600.058,122.92073,987.1603899330607,2615.9407274624605
2602.349,125.13458,987.3831496795427,2618.226133038518
2604.64,121.31064,987.6060101427859,2620.5115402491924
2606.929,120.70674,987.8287767061528,2622.794953974739
2609.216,121.91446,988.0514491740387,2625.0763742108893
2611.502,114.06509,988.2741247811529,2627.3567985146597
2613.786,120.50533,988.4967059892836,2629.6352293219165
2616.069,118.09042,988.7192901209174,2631.912664191104
2618.351,119.70046,988.9418771120529,2634.189103120092
2620.631,115.07139,989.1643692923402,2636.463548542614
2622.909,115.07139,989.386766465707,2638.7360004544103
2625.186,124.73207,989.6091661302255,2641.0074564167858
2627.462,114.06529,989.8315682215938,2643.2779164276085
2629.736,113.864,990.0538748932606,2645.5463829177856
2632.008,112.85757,990.2760859488443,2647.8128558830663
2634.28,111.44885,990.4983969321527,2650.079330455983
2636.549,116.88275,990.720514168178,2652.3428139292528
2638.817,110.84505,990.9426332445639,2654.605301436121
2641.084,110.24122,991.1647540965596,2656.8667929744643
2643.349,109.6374,991.3867786132844,2659.126290970959
2645.613,110.04001,991.6088046879406,2661.384792993287
2647.876,110.44252,991.8308322555703,2663.6422990393407
2650.136,106.61852,992.0526648950691,2665.896813960349
2652.396,108.22862,992.2745969434569,2668.1513304720725
2654.654,106.2161,992.4964319354987,2670.403853425043
2656.91,108.22874,992.7181696739636,2672.6543828150425
2659.165,104.60605,992.9399083155412,2674.903916213996
2661.419,101.7884,993.1616477948265,2677.1524536197962
2663.671,107.22238,993.3832896043618,2679.398997452798
2665.922,105.00852,993.604932032595,2681.6445452870394
2668.171,104.4048,993.8264764839241,2683.8880995414743
2670.419,102.39211,994.0480213346445,2686.1306577915448
2672.665,101.78835,994.2694679010102,2688.3712224548094
2674.91,99.57442,994.4909146471648,2690.6107911081135
2677.154,104.40478,994.7123615072018,2692.849363749362
2679.396,101.78825,994.9337096651503,2695.0859427940227
2681.636,99.57453,995.1549589229478,2697.3205282379045
2683.875,104.80717,995.376207920455,2699.554117660658
2686.113,100.98326,995.5974565914719,2701.7867110601956
2688.349,99.17182,995.8186059437215,2704.0173108491936
2690.584,100.17819,996.0397547488592,2706.2469146094027
2692.818,100.78204,996.2609029404791,2708.475522338739
2695.049,99.57444,996.4818523360086,2710.701138860486
2697.28,96.35425,996.7028999109923,2712.9267569324184
2699.509,93.13413,996.9238474387096,2715.1503813771255
2701.737,95.95176,997.1447939105065,2717.3730097798425
2703.963,93.73789,997.3656400255177,2719.5936445484044
2706.188,96.15316,997.586484862976,2721.8132832694314
2708.411,92.32914,997.80722903384,2724.030928349373
2710.633,94.54301,998.0279717052288,2726.247577376241
2712.853,95.95182,998.2486133999264,2728.4622327551024
2715.073,94.14049,998.469352827124,2730.6768896689123
2717.29,94.74433,998.6898915570696,2732.888555334945
2719.506,89.91397,998.9104283428389,2735.099224936855
2721.721,94.14058,999.1309631170938,2737.3088984725687
2723.935,92.93287,999.3514958124372,2739.5175759400177
2726.147,90.3166,999.5719266870954,2741.724259740139
2728.357,92.93299,999.792255541451,2743.928949868796
2730.566,91.92665,1000.012581938171,2746.1326439202426
2732.774,92.53039,1000.2329058095696,2748.3353418924094
2734.98,92.12795,1000.4531272374899,2750.536046183488
2737.185,91.72538,1000.67334591646,2752.7357543897915
2739.389,87.90149,1000.8935617785925,2754.9344665092644
2741.591,89.71282,1001.113674773426,2757.1311849380386
2743.792,91.72545,1001.3337847273743,2759.3269072744984
2745.991,93.9393,1001.5537915017653,2761.520635913403
2748.189,94.54308,1001.7737950109399,2763.7133684545115
2750.385,88.70654,1001.9936950280199,2765.904107291223
2752.58,91.32296,1002.21359155527,2768.0938500246702
2754.774,93.73814,1002.4334845243139,2770.2825966527985
2756.966,88.50523,1002.6532735759613,2772.469349566966
2759.157,85.48578,1002.8730588443736,2774.6551063703546
2761.346,93.33546,1003.0927398821452,2776.838869452956
2763.534,89.51158,1003.3124169113722,2779.0216364193293
2765.721,90.51789,1003.5320898633353,2781.203407267426
2767.906,89.91407,1003.751658158305,2783.383184385205
2770.09,92.12793,1003.9712221502878,2785.5619653792623
2772.273,88.10273,1004.1907817703653,2787.7397502475665
2774.454,92.12799,1004.410236306465,2789.915541376027
2776.634,89.91398,1004.6296862445247,2792.0903363732978
2778.812,88.90787,1004.849030784239,2794.2631376239447
2780.989,96.3545,1005.0683704995009,2796.434942737968
2783.164,91.52417,1005.287604501778,2798.6047540985887
2785.339,88.3039,1005.5069343162337,2800.774566932606
2787.511,88.1028,1005.7260572835097,2802.9413883916905
2789.683,89.51152,1005.945275924105,2805.10821132011
2791.853,90.51791,1006.1643883096974,2807.2730404829495
2794.021,87.49899,1006.383394238534,2809.435875876145
2796.189,90.92042,1006.6024956759445,2811.598712733278
2798.354,90.11539,1006.8213893014647,2813.7585581958833
2800.519,87.70022,1007.0403782960227,2815.9184051183797
2802.682,88.50534,1007.2592602904406,2818.076258259098
2804.844,82.46745,1007.4781363424125,2820.233115235504
2807.004,86.49271,1007.6969050780856,2822.387978423397
2809.163,84.27885,1007.9156676431317,2824.541845441596
2811.321,84.68133,1008.1344239674175,2826.694716288089
2813.477,82.06491,1008.3530725447157,2828.845593336657
2815.632,88.3041,1008.5717146526696,2830.995474208144
2817.785,81.86376,1008.7902486968012,2833.1433612749997
2819.938,80.65612,1009.0088776109411,2835.2912497856223
2822.088,85.08391,1009.2272966200017,2837.436146859366
2824.238,86.69392,1009.445810358075,2839.5810453728614
2826.386,83.07133,1009.6642154859632,2841.7239500696646
2828.533,88.30402,1009.8826135452738,2843.865858574654
2830.678,83.87631,1010.1009026767489,2846.0057732562664
2832.822,81.46115,1010.3191845099941,2848.1446917407243
2834.965,82.46753,1010.5374589741496,2850.2826140260195
2837.106,81.86369,1010.7556240775613,2852.418542478592
2839.246,81.86369,1010.9737815818341,2854.5534747266715
2841.384,76.42965,1011.1918294070507,2856.68641313537
2843.521,81.86362,1011.4098694028127,2858.818355334241
2845.657,83.47371,1011.6279014979285,2860.9493013212973
2847.792,80.25357,1011.8459256211496,2863.079251094543
2849.925,83.27249,1012.0638395160229,2865.2072070164286
2852.057,81.25988,1012.281745208163,2867.3341667191894
2854.187,84.68136,1012.4995403528418,2869.4591325639526
2856.316,83.27252,1012.7173270636849,2871.5831021842846
2858.444,84.48008,1012.9351052691137,2873.7060755781927
2860.57,81.46111,1013.152772491994,2875.827055104829
2862.696,88.70648,1013.3705334275385,2877.948036039274
2864.819,85.285,1013.5880806552597,2880.0660254609566
2866.942,80.6559,1013.8057214520459,2882.1840162864833
2869.063,82.46724,1014.0232507146251,2884.3000132328275
2871.182,88.50512,1014.2406682388084,2886.414016296029
2873.301,89.51145,1014.4581791602412,2888.528020757793
2875.418,92.5304,1014.6755781110072,2890.640031331137
2877.534,89.71284,1014.8929676448287,2892.751045656253
2879.648,92.32923,1015.1102448872936,2894.8600660863644
2881.761,97.56204,1015.3275124801564,2896.9680902629807
2883.873,97.36079,1015.5447703510712,2899.0751181841324
2885.983,97.15955,1015.761915493196,2901.18015220106
2888.092,96.95824,1015.9790506803304,2903.2841899572686
2890.2,96.15309,1016.196175839937,2905.387231450782
2892.306,98.76964,1016.4131878327429,2907.488279030887
2894.411,102.79487,1016.630189564595,2909.5883303430473
2896.515,97.15948,1016.8471809627673,2911.6873853853076
2898.617,97.36072,1017.0640587555501,2913.784446504975
2900.718,100.9835,1017.2809259808456,2915.880511349502
2902.818,104.60619,1017.4977825657372,2917.9755799169247
2904.917,105.20991,1017.7146284372528,2920.0696522052813
2907.014,111.44893,1017.9313601470863,2922.1617305592777
2909.11,113.86416,1018.1480809092304,2924.2528126289862
2911.204,113.2603,1018.3646871870797,2926.341900757806
2913.297,122.11572,1018.5812822826734,2928.4299925971163
2915.389,125.33593,1018.7978661227188,2930.517088144968
2917.48,127.5496,1019.0144386338653,2932.6031873993966
2919.569,133.99006,1019.2308961029096,2934.6872927012178
2921.657,136.80765,1019.4473420079879,2936.770401704416
2923.743,141.83911,1019.6636725475964,2938.851516748498
2925.829,153.71325,1019.8800950599716,2940.9326331479538
2927.913,162.76997,1020.0964019714347,2943.011755583097
2929.995,170.61892,1020.3125930759907,2945.0888840500384
2932.077,183.90195,1020.5288759762309,2947.1660138671646
2934.157,185.71309,1020.7450428337486,2949.2411497108997
2936.236,191.5495,1020.9611974348702,2951.315289239794
2938.313,202.21624,1021.1772356690194,2953.3874347888263
2940.389,207.85126,1021.393261410586,2955.45858401784
2942.464,219.12141,1021.6092745854733,2957.5287369249036
2944.538,214.89496,1021.8252751195289,2959.597893508069
2946.61,211.2725,1022.0411587255601,2961.665056099741
2948.681,207.85139,1022.2570294540798,2963.7312223623585
2950.751,192.75719,1022.4728872307509,2965.796392293983
2952.819,185.9144,1022.6886276359118,2967.8595682250875
2954.886,175.85167,1022.9043548521767,2969.921747820051
2956.952,162.36737,1023.1200688050235,2971.9829310769396
2959.016,158.34224,1023.3356649423271,2974.042120324294
2961.08,143.65051,1023.5513521004399,2976.1013108986076
2963.142,129.56237,1023.7669212054733,2978.1585074582504
2965.202,126.34225,1023.9823720503716,2980.213709999364
2967.262,119.0969,1024.1979137358949,2982.2689138623
2969.32,116.48059,1024.4133369233834,2984.322123701581
2971.376,107.8264,1024.6286414056037,2986.373339513359
2973.432,107.62503,1024.8440365477131,2988.424556641836
2975.486,98.36707,1025.0593127462926,2990.4737797376893
2977.539,103.80132,1025.2745746683481,2992.522006472387
2979.591,96.75701,1025.4898222386978,2994.5692368440036
2981.641,96.75709,1025.7049504194713,2996.6144731740515
2983.69,97.76347,1025.9200640097956,2998.6587131359124
2985.738,91.12177,1026.1351629343076,3000.701956727673
2987.785,90.51813,1026.3502471175893,3002.7442039474236
2989.83,90.31684,1026.565211345127,3004.784457114124
2991.874,87.0966,1026.7801605922118,3006.823713903715
2993.916,84.68155,1026.9949895560162,3008.86097663389
2995.958,86.49298,1027.2099085712316,3010.898240662905
2997.998,86.69412,1027.4247070635881,3012.933510627417
3000.037,81.86385,1027.6394901845354,3014.9677842059214
3002.075,78.64365,1027.8542578582394,3017.0010613965123
3004.111,79.0462,1028.0689045610636,3019.032344513716
3006.146,79.85125,1028.2835355765924,3021.0626312379304
3008.18,75.42349,1028.4981508288124,3023.09192156726
3010.212,75.82599,1028.7126446616091,3025.1192178143287
3012.244,74.01462,1028.927228114837,3027.146515347558
3014.274,72.20327,1029.141689908118,3029.1718187934644
3016.302,74.01471,1029.3560298328978,3031.1951281482525
3018.33,69.38565,1029.5704591934712,3033.218438784145
3020.356,67.57431,1029.7847664446708,3035.239755323873
3022.381,65.15923,1029.9990572224258,3037.2600754529126
3024.405,64.1529,1030.213331450258,3039.2793991693798
3026.427,65.15922,1030.427483118759,3041.2967287808483
3028.449,64.95796,1030.6417239729733,3043.314059665863
3030.469,61.13402,1030.855842026399,3045.329396440845
3032.487,-1.05665,1031.0698370700102,3047.34273910202
3034.505,0.15095,1031.2839211133105,3049.3560830317097
3036.521,-1.45918,1031.4978819049938,3051.3674328425664
